2025-01-27 23:05:57 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (2fcbe640d063c0b101f827c770924771)
2025-01-27 23:05:57 INFO  HomeTests:90 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Completed
2025-01-27 23:15:51 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:15:54 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:16:15 INFO  HomeTests:69 - URL is entered in browser
2025-01-27 23:16:15 INFO  HomeTests:80 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 23:17:39 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:17:42 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:18:03 INFO  HomeTests:69 - URL is entered in browser
2025-01-27 23:18:03 INFO  HomeTests:80 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 23:20:02 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:20:05 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:22:13 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:22:15 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:22:36 INFO  HomeTests:61 - URL is entered in browser
2025-01-27 23:22:36 INFO  HomeTests:72 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 23:22:41 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (1dbaa4cb40e46ec169036ce21d3ae19a)
2025-01-27 23:22:44 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (1dbaa4cb40e46ec169036ce21d3ae19a)
2025-01-27 23:22:44 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (1dbaa4cb40e46ec169036ce21d3ae19a)
2025-01-27 23:22:48 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (1dbaa4cb40e46ec169036ce21d3ae19a)
2025-01-27 23:22:48 INFO  HomeTests:84 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Completed
2025-01-27 23:30:48 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:30:51 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:31:12 INFO  HomeTests:59 - URL is entered in browser
2025-01-27 23:31:12 INFO  HomeTests:70 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 23:31:18 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (36d77df2c28f99e5fb5f311192d4e947)
2025-01-27 23:31:21 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (36d77df2c28f99e5fb5f311192d4e947)
2025-01-27 23:31:22 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (36d77df2c28f99e5fb5f311192d4e947)
2025-01-27 23:31:26 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (36d77df2c28f99e5fb5f311192d4e947)
2025-01-27 23:31:26 INFO  HomeTests:91 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Completed
